cpi_series,baseline_mape_mean,baseline_mape_std,baseline_rmse_mean,baseline_rmse_std,lagged_mape_mean,lagged_mape_std,lagged_rmse_mean,lagged_rmse_std,mape_improvement,rmse_improvement,n_windows
cpi_all,1.0739579461886055,0.6392601498984399,3.5477600968624765,2.136214815274917,860171173047.0769,1923401215216.8655,3056731012237.4194,6835058332287.708,-860171173046.0029,-3056731012233.8716,5
cpi_food,2.1019505117408444,1.356886557595572,7.255660584124174,5.099220785128974,1.8776081294163856,1.7505992503365484,6.570836414601518,6.50990478418082,0.2243423823244588,0.6848241695226553,5
cpi_apparel,2.7856669919898702,1.584436692604765,3.816401962751481,2.1231728338305196,2.3245340545918145,1.1163262212928038,3.336685174329707,1.6385583414713352,0.4611329373980557,0.47971678842177434,5
cpi_vehicles,3.2575506402526337,3.2462520698541706,6.350954324685132,6.286480251693818,2.0160241632811067,2.931746474459617,3.6694047030142203,5.110926165033056,1.241526476971527,2.6815496216709116,5
cpi_pharma,1.2308738405721393,0.6784451373527346,7.47499104232202,3.9675624250343864,1.3105025348821029,0.9527803412707568,7.9722706599367426,5.540616514435596,-0.07962869430996355,-0.4972796176147227,5
cpi_household,2.600546913973084e+25,5.814999678321114e+25,1.7142690325252757e+26,3.833222088449315e+26,0.8117938050968423,0.48205509262348406,2.987508076236657,1.941983717396321,2.600546913973084e+25,1.7142690325252757e+26,5
